[u'byvetsforvets', u'militarydiscount', u'micronamin']point(36.8116691,-76.0710793)  02/23/2017
[u'SoutheastFortWorth']point(32.6791,-97.24064)  02/23/2017
[]point(41.0867,-74.1607)  02/23/2017
[u'KeepTheDribbleAlive', u'Blessed', u'PointGuard', u'NBAworthy', u'ilovethisgame']point(34.20101654,-118.42429519)  02/23/2017
[]point(34.10114887,-118.34016144)  02/23/2017
[u'SerenitySong']point(37.544891,-77.441071)  02/23/2017
[u'instagram', u'savvybridal']point(39.0917549,-94.5875549)  02/23/2017
[]point(34.2655887,-85.1997838)  02/23/2017
[]point(37.78545153,-122.41089134)  02/23/2017
[]point(32.361977,-93.643118)  02/23/2017
[]point(43.15804899,-78.6818597)  02/23/2017
[u'SeatBeltsAndCondoms']point(33.7489,-84.3881)  02/23/2017
[]point(37.69961818,-123.01198148)  02/23/2017
[u'Portland', u'PDXtraffic']point(45.60566,-122.8334)  02/23/2017
[]point(45.54119,-73.61479)  02/23/2017
[]point(33.80780328,-117.87647909)  02/23/2017
[u'Portland', u'PDXtraffic']point(45.52434,-122.7081)  02/23/2017
[]point(39.28754787,-76.61559571)  02/23/2017
[u'Cornelius', u'PDXtraffic']point(45.55996,-123.0369)  02/23/2017
[]point(35.64471222,-97.47887234)  02/23/2017
[]point(40.6909,-75.2145)  02/23/2017
[]point(32.766,-116.921)  02/23/2017
[u'ONEWKND']point(26.26869,-98.23034)  02/23/2017
[u'lenswideopenphotography', u'newyorkbotanicalgarden', u'nybg', u'holidaytrainshow']point(40.86371128,-73.88095885)  02/23/2017
[u'hiring', u'job', u'SantaRosa']point(38.461592,-122.7171698)  02/23/2017
